state,placefp,cbsa,stab,placenm,pop2k,popinmsa,msamdivname,countynumeric,place,cbd_retail_long,cbd_retail_lat,arcgis_match,arcgis_long,arcgis_lat
48,1000,10180,TX,Abilene city,115930,115930,"Abilene, TX Metropolitan Statistical Area",441,Abilene,-99.733101,32.448601,M,-99.741421,32.449173
39,1000,10420,OH,Akron city,217074,217074,"Akron, OH Metropolitan Statistical Area",153,Akron,-81.518898,41.0811,M,-81.51406,41.084191
13,1052,10500,GA,Albany city,76939,76939,"Albany, GA Metropolitan Statistical Area",95,Albany,-84.151604,31.5786,M,-84.15601,31.580764
36,1000,10580,NY,Albany city,95658,95658,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",1,Albany,-73.750999,42.6525,M,-73.755248,42.651441
35,2000,10740,NM,Albuquerque city,448607,448607,"Albuquerque, NM Metropolitan Statistical Area",1,Albuquerque,-106.65,35.085602,M,-106.648641,35.084184
22,975,10780,LA,Alexandria city,46342,46342,"Alexandria, LA Metropolitan Statistical Area",79,Alexandria,-92.444702,31.311001,M,-92.44564699999999,31.312681
42,2000,10900,PA,Allentown city,106632,106632,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",77,Allentown,-75.4729,40.602001,M,-75.47019899999999,40.602571
42,2184,11020,PA,Altoona city,49523,49523,"Altoona, PA Metropolitan Statistical Area",13,Altoona,-78.402199,40.516602,M,-78.3989,40.507192
48,3000,11100,TX,Amarillo city,173627,173627,"Amarillo, TX Metropolitan Statistical Area",375,Amarillo,-101.837,35.207401,M,-101.833891,35.207251
19,1855,11180,IA,Ames city,50731,50731,"Ames, IA Metropolitan Statistical Area",169,Ames,,,M,-93.6202,42.025342
2,3000,11260,AK,Anchorage municipality,260283,260283,"Anchorage, AK Metropolitan Statistical Area",20,Anchorage,,,M,-149.858379,61.217546
18,1468,11300,IN,Anderson city,59734,59734,"Anderson, IN Metropolitan Statistical Area",95,Anderson,-85.677002,40.1054,M,-85.678691,40.102162
45,1360,11340,SC,Anderson city,25514,25514,"Anderson, SC Metropolitan Statistical Area",7,Anderson,-82.650398,34.504799,M,-82.64957800000001,34.500444
26,3000,11460,MI,Ann Arbor city,114024,114024,"Ann Arbor, MI Metropolitan Statistical Area",161,Ann Arbor,-83.745903,42.280201,M,-83.74847699999999,42.281871
1,1852,11500,AL,Anniston city,24276,24276,"Anniston-Oxford, AL Metropolitan Statistical Area",15,Anniston,-85.8302,33.657902,M,-85.819447,33.657113
55,2375,11540,WI,Appleton city,69275,68443.695,"Appleton, WI Metropolitan Statistical Area",87,Appleton,-88.409599,44.261902,M,-88.416558,44.261783
37,2140,11700,NC,Asheville city,68889,68889,"Asheville, NC Metropolitan Statistical Area",21,Asheville,-82.5532,35.5951,M,-82.55313700000001,35.598463
13,3440,12020,GA,Athens-Clarke County (balance),100266,100266,"Athens-Clarke County, GA Metropolitan Statistical Area",59,Athens,-83.3731,33.959499,M,-83.373248,33.958134
13,4000,12060,GA,Atlanta city,416474,416474,"Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",121,Atlanta,-84.389099,33.756199,M,-84.39111,33.748313
34,2080,12100,NJ,Atlantic City city,40517,40517,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",1,Atlantic City,-74.429901,39.361401,M,-74.42652,39.362813
1,3076,12220,AL,Auburn city,42987,42987,"Auburn-Opelika, AL Metropolitan Statistical Area",81,Auburn,,,M,-85.481731,32.607464
13,4204,12260,GA,Augusta-Richmond County (balance),195182,195182,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",245,Augusta,-81.965797,33.475899,M,-81.97530999999999,33.479092
48,5000,12420,TX,Austin city,656562,656562,"Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",453,Austin,,,M,-97.74297900000001,30.267602
6,3526,12540,CA,Bakersfield city,247057,247057,"Bakersfield-Delano, CA Metropolitan Statistical Area",29,Bakersfield,-119.019,35.377701,M,-119.018858,35.366964
24,4000,12580,MD,Baltimore city,651154,651154,"Baltimore-Towson, MD Metropolitan Statistical Area",510,Baltimore,-76.613998,39.2901,M,-76.609261,39.290583
23,2795,12620,ME,Bangor city,31473,31473,"Bangor, ME Metropolitan Statistical Area",19,Bangor,-68.769997,44.800098,M,-68.770769,44.80171
25,3600,12700,MA,Barnstable Town city,47821,47821,"Barnstable Town, MA Metropolitan Statistical Area",1,Barnstable,,,M,-70.304417,41.701941
22,5000,12940,LA,Baton Rouge city,227818,227818,"Baton Rouge, LA Metropolitan Statistical Area",33,Baton Rouge,-91.188202,30.452801,M,-91.18698999999999,30.443342
26,5920,12980,MI,Battle Creek city,53364,53364,"Battle Creek, MI Metropolitan Statistical Area",25,Battle Creek,-85.182701,42.319,M,-85.180221,42.316174
26,6020,13020,MI,Bay City city,36817,36817,"Bay City, MI Metropolitan Statistical Area",17,Bay City,-83.888901,43.5961,M,-83.884908,43.595272
48,7000,13140,TX,Beaumont city,113866,113866,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",245,Beaumont,-94.095497,30.0819,M,-94.101581,30.086153
53,5280,13380,WA,Bellingham city,67171,67171,"Bellingham, WA Metropolitan Statistical Area",73,Bellingham,-122.482,48.749298,M,-122.471219,48.752349
41,5800,13460,OR,Bend city,52029,52029,"Bend, OR Metropolitan Statistical Area",17,Bend,,,M,-121.31581,44.057394
24,72450,13644,MD,Silver Spring CDP,76540,76540,"Bethesda-Rockville-Frederick, MD Metropolitan Division",31,Silver Spring,,,M,-77.028868,38.996683
30,6550,13740,MT,Billings city,89847,89847,"Billings, MT Metropolitan Statistical Area",111,Billings,-108.508,45.782902,M,-108.505517,45.783659
36,6607,13780,NY,Binghamton city,47380,47380,"Binghamton, NY Metropolitan Statistical Area",7,Binghamton,-75.9104,42.101101,M,-75.91127,42.098684
1,7000,13820,AL,Birmingham city,242820,242820,"Birmingham-Hoover, AL Metropolitan Statistical Area",73,Birmingham,-86.810699,33.517399,M,-86.811498,33.520291
38,7200,13900,ND,Bismarck city,55532,55532,"Bismarck, ND Metropolitan Statistical Area",15,Bismarck,-100.786,46.810799,M,-100.779329,46.805367
51,7784,13980,VA,Blacksburg town,39573,39573,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",121,Blacksburg,,,T,-80.410577,37.226263
18,5860,14020,IN,Bloomington city,69291,69291,"Bloomington, IN Metropolitan Statistical Area",105,Bloomington,-86.532997,39.167301,M,-86.534239,39.166591
17,6613,14060,IL,Bloomington city,64808,64808,"Bloomington-Normal, IL Metropolitan Statistical Area",113,Bloomington,-88.994301,40.479099,M,-88.99771,40.485012
16,8830,14260,ID,Boise City city,185787,185787,"Boise City-Nampa, ID Metropolitan Statistical Area",1,Boise,-116.209,43.617199,M,-116.19341,43.606983
25,7000,14484,MA,Boston city,589141,589141,"Boston-Quincy, MA Metropolitan Division",25,Boston,-71.058701,42.3549,M,-71.056699,42.358631
8,7850,14500,CO,Boulder city,94673,94673,"Boulder, CO Metropolitan Statistical Area",13,Boulder,-105.279,40.017601,M,-105.27924,40.015741
21,8902,14540,KY,Bowling Green city,49296,49296,"Bowling Green, KY Metropolitan Statistical Area",227,Bowling Green,,,M,-86.445577,36.994622
12,64175,14600,FL,Sarasota city,52715,52715,"Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area ",115,Sarasota,,,M,-82.539631,27.338883
53,7695,14740,WA,Bremerton city,37259,37259,"Bremerton-Silverdale, WA Metropolitan Statistical Area",35,Bremerton,-122.628,47.565601,M,-122.627469,47.564998
9,8000,14860,CT,Bridgeport city,139529,139529,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",1,Bridgeport,-73.191902,41.177898,M,-73.19127,41.181882
48,10768,15180,TX,Brownsville city,139722,139722,"Brownsville-Harlingen, TX Metropolitan Statistical Area",61,Brownsville,-97.5056,25.895599,M,-97.495497,25.899573
13,11560,15260,GA,Brunswick city,15600,15600,"Brunswick, GA Metropolitan Statistical Area",127,Brunswick,,,M,-81.495561,31.149744
36,11000,15380,NY,Buffalo city,292648,292648,"Buffalo-Niagara Falls, NY Metropolitan Statistical Area",29,Buffalo,-78.873299,42.884102,M,-78.878458,42.885443
37,9060,15500,NC,Burlington city,44917,44917,"Burlington, NC Metropolitan Statistical Area",1,Burlington,-79.436501,36.0942,M,-79.43791,36.096862
50,10675,15540,VT,Burlington city,38889,38889,"Burlington-South Burlington, VT Metropolitan Statistical Area",7,Burlington,,,M,-73.213228,44.475921
25,37000,15764,MA,Lowell city,105167,105167,"Cambridge-Newton-Framingham, MA Metropolitan Division",17,Lowell,,,M,-71.31284100000001,42.645893
34,10000,15804,NJ,Camden city,79904,79904,"Camden, NJ Metropolitan Division",7,Camden,-75.1194,39.945,M,-75.11912700000001,39.945254
39,12000,15940,OH,Canton city,80806,80806,"Canton-Massillon, OH Metropolitan Statistical Area",151,Canton,-81.373398,40.801998,M,-81.37156899999999,40.797814
12,10275,15980,FL,Cape Coral city,102286,102286,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",71,Cape Coral,-81.952103,26.570601,M,-81.95694,26.629822
29,11242,16020,MO,Cape Girardeau city,35349,35349,"Cape Girardeau-Jackson, MO-IL Metropolitan Statistical Area",31,Cape Girardeau,,,M,-89.544528,37.302712
32,9700,16180,NV,Carson City,52457,52457,"Carson City, NV Metropolitan Statistical Area",510,Carson City,,,M,-119.76697,39.164884
56,13150,16220,WY,Casper city,49644,49644,"Casper, WY Metropolitan Statistical Area",25,Casper,-106.322,42.850399,M,-106.327729,42.85009
19,12000,16300,IA,Cedar Rapids city,120758,120758,"Cedar Rapids, IA Metropolitan Statistical Area",113,Cedar Rapids,-91.6688,41.979301,M,-91.673759,41.976341
17,12385,16580,IL,Champaign city,67518,67518,"Champaign-Urbana, IL Metropolitan Statistical Area",19,Champaign,-88.243202,40.116001,M,-88.243499,40.114201
54,14600,16620,WV,Charleston city,53421,53421,"Charleston, WV Metropolitan Statistical Area",39,Charleston,-81.635399,38.351002,M,-81.638927,38.350143
45,13330,16700,SC,Charleston city,96650,96650,"Charleston-North Charleston-Summerville, SC Metropolitan Statistical Area",19,Charleston,-79.9347,32.783298,M,-79.931597,32.78115
37,12000,16740,NC,Charlotte city,540828,540828,"Charlotte-Gastonia-Rock Hill, NC-SC Metropolitan Statistical Area",119,Charlotte,-80.843002,35.2243,M,-80.83776,35.222691
51,14968,16820,VA,Charlottesville city,45049,45049,"Charlottesville, VA Metropolitan Statistical Area",540,Charlottesville,-78.4832,38.0308,M,-78.477527,38.03213
47,14000,16860,TN,Chattanooga city,155554,155554,"Chattanooga, TN-GA Metropolitan Statistical Area",65,Chattanooga,-85.310501,35.0481,M,-85.30945800000001,35.046444
56,13900,16940,WY,Cheyenne city,53011,53011,"Cheyenne, WY Metropolitan Statistical Area",21,Cheyenne,,,M,-104.821538,41.134811
17,14000,16974,IL,Chicago city,2896016,2896016,"Chicago-Joliet-Naperville, IL Metropolitan Division",31,Chicago,-87.626099,41.878201,M,-87.632409,41.884154
6,13014,17020,CA,Chico city,59954,59954,"Chico, CA Metropolitan Statistical Area",7,Chico,,,M,-121.841977,39.732001
39,15000,17140,OH,Cincinnati city,331285,331285,"Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",61,Cincinnati,-84.5093,39.100498,M,-84.504547,39.106613
47,15160,17300,TN,Clarksville city,103455,103455,"Clarksville, TN-KY Metropolitan Statistical Area",125,Clarksville,-87.3563,36.527199,M,-87.359769,36.530753
47,15400,17420,TN,Cleveland city,37192,37192,"Cleveland, TN Metropolitan Statistical Area",11,Cleveland,,,M,-84.87531799999999,35.160184
39,16000,17460,OH,Cleveland city,478403,478403,"Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",35,Cleveland,-81.689697,41.501301,M,-81.69072,41.50475
16,16750,17660,ID,Coeur d'Alene city,34514,34514,"Coeur dAlene, ID Metropolitan Statistical Area",55,Coeur d'Alene,,,M,-116.776158,47.671856
48,15976,17780,TX,College Station city,67890,67890,"College Station-Bryan, TX Metropolitan Statistical Area",41,College Station,,,M,-96.325898,30.620541
8,16000,17820,CO,Colorado Springs city,360890,360890,"Colorado Springs, CO Metropolitan Statistical Area",41,Colorado Springs,-104.825,38.832298,M,-104.821809,38.833453
29,15670,17860,MO,Columbia city,84531,84531,"Columbia, MO Metropolitan Statistical Area",19,Columbia,-92.330597,38.9519,M,-92.334148,38.952172
45,16000,17900,SC,Columbia city,116278,116278,"Columbia, SC Metropolitan Statistical Area",79,Columbia,-81.0355,34.005798,M,-81.045247,33.998551
13,19007,17980,GA,Columbus city (balance),185781,185781,"Columbus, GA-AL Metropolitan Statistical Area",215,Columbus,,,M,-84.98763099999999,32.462924
18,14734,18020,IN,Columbus city,39059,39059,"Columbus, IN Metropolitan Statistical Area",5,Columbus,,,M,-85.91868100000001,39.201503
39,18000,18140,OH,Columbus city,711470,711470,"Columbus, OH Metropolitan Statistical Area",49,Columbus,-82.999496,39.961201,M,-83.002979,39.961961
48,17000,18580,TX,Corpus Christi city,277454,277454,"Corpus Christi, TX Metropolitan Statistical Area",355,Corpus Christi,-97.394302,27.7945,M,-97.403559,27.796412
41,15800,18700,OR,Corvallis city,49322,49322,"Corvallis, OR Metropolitan Statistical Area",3,Corvallis,,,M,-123.26353,44.565036
24,21325,19060,MD,Cumberland city,21518,21518,"Cumberland, MD-WV Metropolitan Statistical Area",1,Cumberland,-78.762199,39.6525,M,-78.76333099999999,39.651773
48,19000,19124,TX,Dallas city,1188580,1188580,"Dallas-Plano-Irving, TX Metropolitan Division",113,Dallas,-96.798698,32.780399,M,-96.795399,32.778154
13,21380,19140,GA,Dalton city,27912,27912,"Dalton, GA Metropolitan Statistical Area",313,Dalton,,,M,-84.972177,34.761454
17,18563,19180,IL,Danville city,33904,33904,"Danville, IL Metropolitan Statistical Area",183,Danville,,,M,-87.63043,40.159463
51,21344,19260,VA,Danville city,48411,48411,"Danville, VA Metropolitan Statistical Area",590,Danville,-79.387497,36.582901,M,-79.417198,36.585983
19,19000,19340,IA,Davenport city,98359,98359,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",163,Davenport,-90.576897,41.520199,M,-90.576399,41.538262
39,21000,19380,OH,Dayton city,166179,166179,"Dayton, OH Metropolitan Statistical Area",113,Dayton,-84.191902,39.761002,M,-84.194439,39.759111
1,20104,19460,AL,Decatur city,53846,53738.309,"Decatur, AL Metropolitan Statistical Area",103,Decatur,,,M,-86.979787,34.607404
17,18823,19500,IL,Decatur city,81860,81860,"Decatur, IL Metropolitan Statistical Area",115,Decatur,-88.951302,39.843498,M,-88.952457,39.845843
12,17200,19660,FL,Deltona city,69543,69543,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",127,Deltona,,,M,-81.223348,28.932211
8,20000,19740,CO,Denver city,554636,554636,"Denver-Aurora-Broomfield, CO Metropolitan Statistical Area",31,Denver,-104.997,39.749298,M,-104.992259,39.740012
19,21000,19780,IA,Des Moines city,198682,198682,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",153,Des Moines,-93.619598,41.5896,M,-93.615647,41.589762
26,22000,19804,MI,Detroit city,951270,951270,"Detroit-Livonia-Dearborn, MI Metropolitan Division",163,Detroit,-83.049103,42.332298,M,-83.047917,42.331681
1,21184,20020,AL,Dothan city,57087,56459.043,"Dothan, AL Metropolitan Statistical Area",69,Dothan,,,M,-85.393327,31.223241
10,21200,20100,DE,Dover city,32135,32135,"Dover, DE Metropolitan Statistical Area",1,Dover,,,M,-75.52473000000001,39.158033
19,22395,20220,IA,Dubuque city,57686,57686,"Dubuque, IA Metropolitan Statistical Area",61,Dubuque,-90.667503,42.500702,M,-90.663268,42.499134
27,17000,20260,MN,Duluth city,86918,86918,"Duluth, MN-WI Metropolitan Statistical Area",137,Duluth,-92.099899,46.7836,M,-92.09984799999999,46.787957
37,19000,20500,NC,Durham city,187035,187035,"Durham-Chapel Hill, NC Metropolitan Statistical Area",63,Durham,-78.899696,35.994999,M,-78.89601,35.995272
55,22300,20740,WI,Eau Claire city,61704,61704,"Eau Claire, WI Metropolitan Statistical Area",35,Eau Claire,-91.500702,44.811001,M,-91.501229,44.81651
34,20260,20764,NJ,Edison CDP,97687,97687,"Edison-New Brunswick, NJ Metropolitan Division",23,Edison,,,T,-74.38172900000001,40.530132
6,21782,20940,CA,El Centro city,37835,37835,"El Centro, CA Metropolitan Statistical Area",25,El Centro,,,M,-115.56997,32.795803
21,24274,21060,KY,Elizabethtown city,22542,22542,"Elizabethtown, KY Metropolitan Statistical Area",93,Elizabethtown,,,M,-85.859117,37.693671
18,20728,21140,IN,Elkhart city,51874,51874,"Elkhart-Goshen, IN Metropolitan Statistical Area",39,Elkhart,-85.972298,41.684601,M,-85.97567100000001,41.686763
36,24229,21300,NY,Elmira city,30940,30940,"Elmira, NY Metropolitan Statistical Area",15,Elmira,-76.805496,42.089901,M,-76.79881,42.09041
48,24000,21340,TX,El Paso city,563662,563662,"El Paso, TX Metropolitan Statistical Area",141,El Paso,-106.487,31.760099,M,-106.487487,31.759162
42,24000,21500,PA,Erie city,103717,103717,"Erie, PA Metropolitan Statistical Area",49,Erie,-80.083199,42.125999,M,-80.08523700000001,42.129444
41,23850,21660,OR,Eugene city,137893,137893,"Eugene-Springfield, OR Metropolitan Statistical Area",39,Eugene,-123.095,44.050701,M,-123.088537,44.049921
18,22000,21780,IN,Evansville city,121582,121582,"Evansville, IN-KY Metropolitan Statistical Area",163,Evansville,-87.573196,37.974098,M,-87.56411799999999,37.976914
2,24230,21820,AK,Fairbanks city,30224,30224,"Fairbanks, AK Metropolitan Statistical Area",90,Fairbanks,,,M,-147.722061,64.845078
38,25700,22020,ND,Fargo city,90599,90599,"Fargo, ND-MN Metropolitan Statistical Area",17,Fargo,-96.785797,46.8769,M,-96.78176000000001,46.875907
35,25800,22140,NM,Farmington city,37844,37844,"Farmington, NM Metropolitan Statistical Area",45,Farmington,,,M,-108.205687,36.728144
37,22920,22180,NC,Fayetteville city,121015,121015,"Fayetteville, NC Metropolitan Statistical Area",51,Fayetteville,-78.8797,35.053101,M,-78.877577,35.05449
5,23290,22220,AR,Fayetteville city,58047,58047,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",143,Fayetteville,-94.164803,36.063099,M,-94.15790800000001,36.063203
4,23620,22380,AZ,Flagstaff city,52894,52894,"Flagstaff, AZ Metropolitan Statistical Area",5,Flagstaff,,,M,-111.651299,35.198204
26,29000,22420,MI,Flint city,124943,124943,"Flint, MI Metropolitan Statistical Area",49,Flint,-83.691002,43.019402,M,-83.68602799999999,43.01075
45,25810,22500,SC,Florence city,30248,30248,"Florence, SC Metropolitan Statistical Area",41,Florence,-79.769501,34.191002,M,-79.76906,34.193634
1,26896,22520,AL,Florence city,36264,36264,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",77,Florence,-87.655403,34.797001,M,-87.675248,34.800461
55,26275,22540,WI,Fond du Lac city,42203,42203,"Fond du Lac, WI Metropolitan Statistical Area",39,Fond du Lac,,,M,-88.447087,43.773022
8,27425,22660,CO,Fort Collins city,118652,118652,"Fort Collins-Loveland, CO Metropolitan Statistical Area",69,Fort Collins,-105.076,40.585701,M,-105.076261,40.581471
12,24000,22744,FL,Fort Lauderdale city,152397,152397,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",11,Fort Lauderdale,-80.140999,26.1199,M,-80.143557,26.123674
5,24550,22900,AR,Fort Smith city,80268,80268,"Fort Smith, AR-OK Metropolitan Statistical Area",131,Fort Smith,-94.426598,35.387699,M,-94.421301,35.3846
12,78800,23020,FL,Wright CDP,21697,21697,"Fort Walton Beach-Crestview-Destin, FL Metropolitan Statistical Area ",91,Wright,,,M,-86.63838,30.454852
18,25000,23060,IN,Fort Wayne city,205727,205727,"Fort Wayne, IN Metropolitan Statistical Area",3,Fort Wayne,-85.137604,41.077702,M,-85.138311,41.080261
48,27000,23104,TX,Fort Worth city,534650,534650,"Fort Worth-Arlington, TX Metropolitan Division",439,Fort Worth,-97.328003,32.7528,M,-97.329387,32.748852
6,27000,23420,CA,Fresno city,427652,427652,"Fresno, CA Metropolitan Statistical Area",19,Fresno,-119.793,36.7369,M,-119.785727,36.740681
1,28696,23460,AL,Gadsden city,38978,38978,"Gadsden, AL Metropolitan Statistical Area",55,Gadsden,-86.004303,34.0131,M,-86.00716900000001,34.014773
12,25175,23540,FL,Gainesville city,95447,95447,"Gainesville, FL Metropolitan Statistical Area",1,Gainesville,-82.325203,29.652,M,-82.32318100000001,29.651951
13,31908,23580,GA,Gainesville city,25578,25578,"Gainesville, GA Metropolitan Statistical Area",139,Gainesville,,,M,-83.82550000000001,34.297273
18,27000,23844,IN,Gary city,102746,102746,"Gary, IN Metropolitan Division",89,Gary,-87.336304,41.599701,M,-87.337149,41.602992
36,29333,24020,NY,Glens Falls city,14354,14354,"Glens Falls, NY Metropolitan Statistical Area",113,Glens Falls,,,M,-73.64375800000001,43.311221
37,26880,24140,NC,Goldsboro city,39043,39043,"Goldsboro, NC Metropolitan Statistical Area",191,Goldsboro,,,M,-77.996849,35.385961
38,32060,24220,ND,Grand Forks city,49321,49321,"Grand Forks, ND-MN Metropolitan Statistical Area",35,Grand Forks,-97.031403,47.923599,M,-97.03202899999999,47.924076
8,31660,24300,CO,Grand Junction city,41986,41986,"Grand Junction, CO Metropolitan Statistical Area",77,Grand Junction,,,M,-108.56445,39.068793
26,34000,24340,MI,Grand Rapids city,197800,197800,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",81,Grand Rapids,-85.669701,42.966202,T,-85.671177,42.966413
30,32800,24500,MT,Great Falls city,56690,56690,"Great Falls, MT Metropolitan Statistical Area",13,Great Falls,-111.298,47.505901,M,-111.306069,47.507136
8,32155,24540,CO,Greeley city,76930,76930,"Greeley, CO Metropolitan Statistical Area",123,Greeley,-104.692,40.422298,M,-104.69446,40.423274
55,31000,24580,WI,Green Bay city,102313,102313,"Green Bay, WI Metropolitan Statistical Area",9,Green Bay,-88.011101,44.514599,M,-88.010159,44.51279
37,28000,24660,NC,Greensboro city,223891,223891,"Greensboro-High Point, NC Metropolitan Statistical Area",81,Greensboro,-79.790604,36.071899,M,-79.79469899999999,36.068992
37,28080,24780,NC,Greenville city,60476,60476,"Greenville, NC Metropolitan Statistical Area",147,Greenville,,,T,-77.380229,35.607203
45,30850,24860,SC,Greenville city,56002,56002,"Greenville-Mauldin-Easley, SC Metropolitan Statistical Area",45,Greenville,-82.3974,34.849701,M,-82.40011,34.84827
28,29700,25060,MS,Gulfport city,71127,71127,"Gulfport-Biloxi, MS Metropolitan Statistical Area",47,Gulfport,-89.092697,30.368,M,-89.092347,30.380324
24,36075,25180,MD,Hagerstown city,36687,36687,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",43,Hagerstown,-77.720703,39.6465,M,-77.717581,39.642503
6,31960,25260,CA,Hanford city,41686,41686,"Hanford-Corcoran, CA Metropolitan Statistical Area",31,Hanford,,,M,-119.645797,36.327174
42,32800,25420,PA,Harrisburg city,48950,48950,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",43,Harrisburg,-76.884399,40.2565,M,-76.882341,40.259933
51,35624,25500,VA,Harrisonburg city,40468,40468,"Harrisonburg, VA Metropolitan Statistical Area",660,Harrisonburg,,,M,-78.86903700000001,38.451533
9,37000,25540,CT,Hartford city,121578,121578,"Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",3,Hartford,-72.670601,41.764702,M,-72.67407,41.763323
28,31020,25620,MS,Hattiesburg city,44779,44779,"Hattiesburg, MS Metropolitan Statistical Area",35,Hattiesburg,,,M,-89.290707,31.327352
37,31060,25860,NC,Hickory city,37222,37222,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",35,Hickory,-81.341599,35.7328,T,-81.335599,35.734912
13,38964,25980,GA,Hinesville city,30392,30392,"Hinesville-Fort Stewart, GA Metropolitan Statistical Area",179,Hinesville,,,M,-81.583849,31.851051
26,38640,26100,MI,Holland city,27846,22137.57,"Holland-Grand Haven, MI Metropolitan Statistical Area",139,Holland,,,M,-86.101748,42.773094
